year,state,income,debt_at_grad,adjusted_for_inflation
2016,North_Carolina,53764,28525,31948
2016,Iowa,59094,28525,31948
2016,North_Dakota,60184,28525,31948
2016,Indiana,56094,28525,31948
2016,Ohio,53985,28525,31948
2016,Illinois,61386,28525,31948
2016,Oklahoma,50943,28525,31948
2016,Idaho,56564,28525,31948
2016,Oregon,59135,28525,31948
2016,Hawaii,72133,28525,31948
2016,Pennsylvania,60979,28525,31948
2016,Georgia,53527,28525,31948
2016,Rhode_Island,61528,28525,31948
2016,Florida,51176,28525,31948
2016,South_Carolina,54336,28525,31948
2016,District_of_Columbia,70982,28525,31948
2016,South_Dakota,57450,28525,31948
2016,Tennessee,51344,28525,31948
2016,Delaware,58046,28525,31948
2016,Texas,58146,28525,31948
2016,Connecticut,75923,28525,31948
2016,Utah,67481,28525,31948
2016,Colorado,70566,28525,31948
2016,Vermont,60837,28525,31948
2016,California,66637,28525,31948
2016,Virgina,66451,28525,31948
2016,avgerage,59039,28525,31948
2016,Arkansas,45907,28525,31948
2016,Washington,70310,28525,31948
2016,West_Virgina,44354,28525,31948
2016,Alaska,75723,28525,31948
2016,Wisconsin,59817,28525,31948
2016,Alabama,47221,28525,31948
2016,Mississippi,41099,28525,31948
2016,Minnesota,70218,28525,31948
2017,Kentucky,49672,28650,31515
2017,Connecticut,74304,28650,31515
2017,Alaska,77987,28650,31515
2017,Rhode_Island,65401,28650,31515
2017,Tennessee,55306,28650,31515
2017,Wyoming,59536,28650,31515
2017,Nebraska,59583,28650,31515
2017,North_Carolina,49547,28650,31515
2017,Iowa,63467,28650,31515
2017,Michigan,56405,28650,31515
2017,Montana,57407,28650,31515
2017,Florida,53086,28650,31515
2017,Hawaii,73599,28650,31515
2017,District_of_Columbia,81282,28650,31515
2017,Vermont,63682,28650,31515
2017,West_Virgina,46957,28650,31515
2017,Utah,69789,28650,31515
2017,New_York,61543,28650,31515
2017,Pennsylvania,61285,28650,31515
2017,Louisiana,43565,28650,31515
2017,Illinois,65969,28650,31515
2017,Ohio,60688,28650,31515
2017,Maine,53316,28650,31515
2017,North_Dakota,60167,28650,31515
2017,Georgia,57985,28650,31515
2017,Indiana,58767,28650,31515
2017,New_Hampsire,75630,28650,31515
2017,Colorado,74984,28650,31515
2017,Mississippi,43281,28650,31515
2017,South_Carolina,54537,28650,31515
2017,Kansas,56900,28650,31515
2017,Virgina,70811,28650,31515
2017,Arkansas,49751,28650,31515
2017,Nevada,58041,28650,31515
2017,Missouri,56530,28650,31515
2017,Massachusetts,76243,28650,31515
2017,Delaware,64961,28650,31515
2017,Arizona,59700,28650,31515
2017,Maryland,82093,28650,31515
2017,New_Jersey,71240,28650,31515
2017,Texas,60092,28650,31515
2017,New_Mexico,45601,28650,31515
2017,Oregon,62498,28650,31515
2017,Wisconsin,63482,28650,31515
2017,California,70038,28650,31515
2017,Minnesota,69975,28650,31515
2017,South_Dakota,56914,28650,31515
2017,avgerage,61136,28650,31515
2017,Alabama,50865,28650,31515
2017,Washington,71540,28650,31515
2017,Idaho,59497,28650,31515
2017,Oklahoma,51882,28650,31515
2018,Kentucky,54555,29200,31244
2018,Louisiana,49973,29200,31244
2018,New_Jersey,74176,29200,31244
2018,Wisconsin,62629,29200,31244
2018,Arizona,62283,29200,31244
2018,Florida,54644,29200,31244
2018,Alaska,68734,29200,31244
2018,District_of_Columbia,85750,29200,31244
2018,West_Virgina,50573,29200,31244
2018,Maine,58663,29200,31244
2018,New_Hampsire,81346,29200,31244
2018,Nevada,61864,29200,31244
2018,avgerage,63179,29200,31244
2018,Maryland,86223,29200,31244
2018,Texas,59785,29200,31244
2018,Montana,57679,29200,31244
2018,Oregon,69165,29200,31244
2018,Tennessee,56060,29200,31244
2018,Idaho,58728,29200,31244
2018,Michigan,60449,29200,31244
2018,Connecticut,72812,29200,31244
2018,South_Dakota,59463,29200,31244
2018,Oklahoma,54434,29200,31244
2018,Wyoming,62539,29200,31244
2018,Utah,77067,29200,31244
2018,Georgia,55821,29200,31244
2018,Illinois,70145,29200,31244
2018,Ohio,61633,29200,31244
2018,Minnesota,71817,29200,31244
2018,Colorado,73034,29200,31244
2018,Mississippi,42781,29200,31244
2018,Indiana,59892,29200,31244
2018,North_Dakota,66505,29200,31244
2018,Vermont,70066,29200,31244
2018,Pennsylvania,64524,29200,31244
2018,Alabama,49936,29200,31244
2018,Iowa,68718,29200,31244
2018,North_Carolina,53369,29200,31244
2018,California,70489,29200,31244
2018,Delaware,65012,29200,31244
2018,Kansas,63938,29200,31244
2018,Nebraska,67575,29200,31244
2018,Virgina,77151,29200,31244
2018,Rhode_Island,62266,29200,31244
2018,New_York,67274,29200,31244
2018,South_Carolina,57444,29200,31244
2018,Hawaii,80108,29200,31244
2018,Arkansas,49781,29200,31244
2018,Massachusetts,86345,29200,31244
2018,New_Mexico,48283,29200,31244
2018,Washington,79726,29200,31244
2018,Missouri,61726,29200,31244
2019,Montana,60195,29500,30975
2019,Oklahoma,59397,29500,30975
2019,Minnesota,81426,29500,30975
2019,North_Carolina,61159,29500,30975
2019,Connecticut,87291,29500,30975
2019,Idaho,65988,29500,30975
2019,Tennessee,56627,29500,30975
2019,Oregon,74413,29500,30975
2019,Arkansas,54539,29500,30975
2019,California,78105,29500,30975
2019,Maryland,95572,29500,30975
2019,Texas,67444,29500,30975
2019,Nebraska,73071,29500,30975
2019,Rhode_Island,70151,29500,30975
2019,Kansas,73151,29500,30975
2019,New_Jersey,87726,29500,30975
2019,Louisiana,51707,29500,30975
2019,Delaware,74194,29500,30975
2019,Virgina,81313,29500,30975
2019,New_Mexico,53113,29500,30975
2019,District_of_Columbia,93111,29500,30975
2019,Wisconsin,67355,29500,30975
2019,New_Hampsire,86900,29500,30975
2019,Missouri,60597,29500,30975
2019,Massachusetts,87707,29500,30975
2019,New_York,71855,29500,30975
2019,avgerage,68703,29500,30975
2019,West_Virgina,53706,29500,30975
2019,Florida,58368,29500,30975
2019,Indiana,66693,29500,30975
2019,South_Carolina,62028,29500,30975
2019,Hawaii,88006,29500,30975
2019,Colorado,72499,29500,30975
2019,Georgia,56628,29500,30975
2019,Wyoming,65134,29500,30975
2019,Kentucky,55662,29500,30975
2019,Michigan,64119,29500,30975
2019,Ohio,64663,29500,30975
2019,Washington,82454,29500,30975
2019,North_Dakota,70031,29500,30975
2019,Mississippi,44787,29500,30975
2019,Illinois,74399,29500,30975
2019,Vermont,74305,29500,30975
2019,Maine,66546,29500,30975
2019,Utah,84523,29500,30975
2019,South_Dakota,64255,29500,30975
2019,Arizona,70674,29500,30975
2019,Alabama,56200,29500,30975
2019,Alaska,78394,29500,30975
2019,Pennsylvania,70582,29500,30975
2019,Iowa,66054,29500,30975
2019,Nevada,70906,29500,30975
2020,New_York,68659,30000,31500
2020,Georgia,59265,30000,31500
2020,Tennessee,54975,30000,31500
2020,Rhode_Island,80175,30000,31500
2020,Hawaii,80825,30000,31500
2020,Montana,56741,30000,31500
2020,Delaware,70022,30000,31500
2020,Pennsylvania,70789,30000,31500
2020,avgerage,68010,30000,31500
2020,Texas,68404,30000,31500
2020,Oregon,76855,30000,31500
2020,Idaho,66725,30000,31500
2020,Connecticut,79432,30000,31500
2020,Oklahoma,52471,30000,31500
2020,Illinois,74334,30000,31500
2020,Utah,83993,30000,31500
2020,Wyoming,65450,30000,31500
2020,Ohio,60379,30000,31500
2020,Indiana,66805,30000,31500
2020,Colorado,83777,30000,31500
2020,Vermont,67257,30000,31500
2020,North_Dakota,64115,30000,31500
2020,Iowa,68816,30000,31500
2020,North_Carolina,60430,30000,31500
2020,California,77652,30000,31500
2020,Kansas,73082,30000,31500
2020,Virgina,82214,30000,31500
2020,Minnesota,78753,30000,31500
2020,Kentucky,56755,30000,31500
2020,Arkansas,50777,30000,31500
2020,New_Mexico,50906,30000,31500
2020,Washington,81358,30000,31500
2020,Louisiana,51186,30000,31500
2020,New_Jersey,85549,30000,31500
2020,Arizona,67088,30000,31500
2020,Maine,63693,30000,31500
2020,West_Virgina,51970,30000,31500
2020,New_Hampsire,88894,30000,31500
2020,Maryland,94789,30000,31500
2020,Missouri,62178,30000,31500
2020,Alaska,74746,30000,31500
2020,Wisconsin,67405,30000,31500
2020,Nevada,61164,30000,31500
2020,Massachusetts,87812,30000,31500
2020,Nebraska,72248,30000,31500
2020,Michigan,64392,30000,31500
2020,Alabama,54689,30000,31500
2020,Mississippi,45134,30000,31500
2020,South_Dakota,70189,30000,31500
2020,Florida,57763,30000,31500
2020,South_Carolina,60341,30000,31500
2020,District_of_Columbia,88218,30000,31500
2021,Louisiana,57206,31100,31100
2021,New_Mexico,53463,31100,31100
2021,Idaho,76918,31100,31100
2021,Nevada,64340,31100,31100
2021,Massachusetts,86566,31100,31100
2021,Pennsylvania,72627,31100,31100
2021,Washington,87648,31100,31100
2021,Arkansas,50784,31100,31100
2021,Kentucky,55629,31100,31100
2021,New_York,72920,31100,31100
2021,South_Carolina,62542,31100,31100
2021,Virgina,80268,31100,31100
2021,Kansas,75979,31100,31100
2021,Delaware,68687,31100,31100
2021,Nebraska,78109,31100,31100
2021,California,81575,31100,31100
2021,Michigan,64488,31100,31100
2021,Hawaii,82199,31100,31100
2021,Minnesota,80441,31100,31100
2021,North_Carolina,62891,31100,31100
2021,Iowa,72429,31100,31100
2021,North_Dakota,68882,31100,31100
2021,District_of_Columbia,90640,31100,31100
2021,Alabama,56929,31100,31100
2021,Wyoming,71052,31100,31100
2021,Rhode_Island,74982,31100,31100
2021,Vermont,76079,31100,31100
2021,Colorado,84954,31100,31100
2021,Mississippi,46637,31100,31100
2021,Indiana,70190,31100,31100
2021,Ohio,62689,31100,31100
2021,Utah,87649,31100,31100
2021,Illinois,79253,31100,31100
2021,Tennessee,62166,31100,31100
2021,Oklahoma,60096,31100,31100
2021,Connecticut,80958,31100,31100
2021,Oregon,81855,31100,31100
2021,Montana,64999,31100,31100
2021,South_Dakota,73893,31100,31100
2021,Maryland,97332,31100,31100
2021,New_Hampsire,88841,31100,31100
2021,Florida,59734,31100,31100
2021,West_Virgina,46836,31100,31100
2021,Arizona,70821,31100,31100
2021,Missouri,63594,31100,31100
2021,Georgia,61497,31100,31100
2021,Alaska,81133,31100,31100
2021,Maine,71139,31100,31100
2021,Wisconsin,69943,31100,31100
2021,Texas,67404,31100,31100
2021,avgerage,70784,31100,31100
2021,New_Jersey,88559,31100,31100
