year,state,income,yearly_increase,yearly_inflation
2014,Colorado,60940,236.7,1.6
2014,New_Hampsire,73397,236.7,1.6
2014,Maine,51710,236.7,1.6
2014,Mississippi,35521,236.7,1.6
2014,Indiana,48060,236.7,1.6
2014,Rhode_Island,58633,236.7,1.6
2014,Florida,46140,236.7,1.6
2014,Tennessee,43716,236.7,1.6
2014,New_Jersey,65243,236.7,1.6
2014,Alaska,67629,236.7,1.6
2014,California,60487,236.7,1.6
2014,Oregon,58875,236.7,1.6
2014,Pennsylvania,55173,236.7,1.6
2014,Montana,51102,236.7,1.6
2014,Wyoming,55690,236.7,1.6
2014,Maryland,76165,236.7,1.6
2014,Texas,53875,236.7,1.6
2014,New_Mexico,46686,236.7,1.6
2014,Missouri,56630,236.7,1.6
2014,West_Virgina,39552,236.7,1.6
2014,South_Dakota,53053,236.7,1.6
2014,Minnesota,67244,236.7,1.6
2014,South_Carolina,44929,236.7,1.6
2014,Ohio,49644,236.7,1.6
2014,Louisiana,42406,236.7,1.6
2014,Illinois,54916,236.7,1.6
2014,New_York,54310,236.7,1.6
2014,Utah,63383,236.7,1.6
2014,Vermont,60708,236.7,1.6
2014,Oklahoma,47199,236.7,1.6
2014,North_Carolina,46784,236.7,1.6
2014,Virgina,66155,236.7,1.6
2014,Kansas,53444,236.7,1.6
2014,Connecticut,70161,236.7,1.6
2014,Hawaii,71223,236.7,1.6
2014,Kentucky,42786,236.7,1.6
2014,Arizona,49254,236.7,1.6
2014,Idaho,53438,236.7,1.6
2014,Iowa,57810,236.7,1.6
2014,North_Dakota,60730,236.7,1.6
2014,Georgia,49555,236.7,1.6
2014,District_of_Columbia,68277,236.7,1.6
2014,Arkansas,44922,236.7,1.6
2014,Massachusetts,63151,236.7,1.6
2014,Wisconsin,58080,236.7,1.6
2014,Michigan,52005,236.7,1.6
2014,avgerage,53657,236.7,1.6
2014,Nevada,49875,236.7,1.6
2014,Delaware,57522,236.7,1.6
2014,Alabama,42278,236.7,1.6
2014,Nebraska,56870,236.7,1.6
2015,Nevada,52008,237,0.1
2015,Rhode_Island,55701,237,0.1
2015,Tennessee,47330,237,0.1
2015,North_Dakota,57415,237,0.1
2015,Washington,67243,237,0.1
2015,North_Carolina,50797,237,0.1
2015,Nebraska,60474,237,0.1
2015,Minnesota,68730,237,0.1
2015,Massachusetts,67861,237,0.1
2015,Texas,56473,237,0.1
2015,Kansas,54865,237,0.1
2015,Hawaii,64514,237,0.1
2015,Delaware,57756,237,0.1
2015,New_Hampsire,75675,237,0.1
2015,New_Jersey,68357,237,0.1
2015,California,63636,237,0.1
2015,Maine,50756,237,0.1
2015,avgerage,56516,237,0.1
2015,New_Mexico,45119,237,0.1
2015,Maryland,73594,237,0.1
2015,South_Carolina,46360,237,0.1
2015,Oklahoma,47077,237,0.1
2015,Vermont,59494,237,0.1
2015,Georgia,50768,237,0.1
2015,Michigan,54203,237,0.1
2015,Pennsylvania,60389,237,0.1
2015,Colorado,66596,237,0.1
2015,Louisiana,45922,237,0.1
2015,Arkansas,42798,237,0.1
2015,Indiana,51983,237,0.1
2015,Florida,48825,237,0.1
2015,Alaska,75112,237,0.1
2015,Mississippi,40037,237,0.1
2015,Oregon,60834,237,0.1
2015,Illinois,60413,237,0.1
2015,New_York,58005,237,0.1
2015,Virgina,61486,237,0.1
2015,South_Dakota,55065,237,0.1
2015,Wyoming,60925,237,0.1
2015,Ohio,53301,237,0.1
2015,Idaho,51624,237,0.1
2015,West_Virgina,42824,237,0.1
2015,Arizona,52248,237,0.1
2015,Utah,66258,237,0.1
2015,Wisconsin,55425,237,0.1
2015,Connecticut,72889,237,0.1
2015,Montana,51395,237,0.1
2015,Iowa,60855,237,0.1
2015,Kentucky,42387,237,0.1
2015,Missouri,59196,237,0.1
2015,District_of_Columbia,70071,237,0.1
2015,Alabama,44509,237,0.1
2016,West_Virgina,44354,240,1.3
2016,Maryland,73760,240,1.3
2016,Arkansas,45907,240,1.3
2016,Arizona,57100,240,1.3
2016,Washington,70310,240,1.3
2016,Massachusetts,72266,240,1.3
2016,New_Hampsire,76260,240,1.3
2016,South_Carolina,54336,240,1.3
2016,Oklahoma,50943,240,1.3
2016,Pennsylvania,60979,240,1.3
2016,Indiana,56094,240,1.3
2016,Florida,51176,240,1.3
2016,South_Dakota,57450,240,1.3
2016,Missouri,55016,240,1.3
2016,Ohio,53985,240,1.3
2016,Oregon,59135,240,1.3
2016,Wyoming,57829,240,1.3
2016,Iowa,59094,240,1.3
2016,District_of_Columbia,70982,240,1.3
2016,Alabama,47221,240,1.3
2016,Rhode_Island,61528,240,1.3
2016,Tennessee,51344,240,1.3
2016,North_Dakota,60184,240,1.3
2016,Mississippi,41099,240,1.3
2016,Minnesota,70218,240,1.3
2016,Hawaii,72133,240,1.3
2016,Kansas,56810,240,1.3
2016,Delaware,58046,240,1.3
2016,Nebraska,59374,240,1.3
2016,Texas,58146,240,1.3
2016,North_Carolina,53764,240,1.3
2016,Kentucky,45369,240,1.3
2016,Connecticut,75923,240,1.3
2016,Wisconsin,59817,240,1.3
2016,Illinois,61386,240,1.3
2016,Utah,67481,240,1.3
2016,Montana,57075,240,1.3
2016,New_York,61437,240,1.3
2016,Alaska,75723,240,1.3
2016,Louisiana,42196,240,1.3
2016,Colorado,70566,240,1.3
2016,Michigan,57091,240,1.3
2016,Vermont,60837,240,1.3
2016,New_Mexico,48451,240,1.3
2016,Georgia,53527,240,1.3
2016,Nevada,55431,240,1.3
2016,Maine,50856,240,1.3
2016,California,66637,240,1.3
2016,Virgina,66451,240,1.3
2016,New_Jersey,68468,240,1.3
2016,Idaho,56564,240,1.3
2016,avgerage,59039,240,1.3
2017,Ohio,60688,245.1,2.1
2017,Kentucky,49672,245.1,2.1
2017,Alabama,50865,245.1,2.1
2017,Iowa,63467,245.1,2.1
2017,Oregon,62498,245.1,2.1
2017,Washington,71540,245.1,2.1
2017,Connecticut,74304,245.1,2.1
2017,Illinois,65969,245.1,2.1
2017,Wisconsin,63482,245.1,2.1
2017,Utah,69789,245.1,2.1
2017,Wyoming,59536,245.1,2.1
2017,District_of_Columbia,81282,245.1,2.1
2017,South_Dakota,56914,245.1,2.1
2017,Virgina,70811,245.1,2.1
2017,New_York,61543,245.1,2.1
2017,Alaska,77987,245.1,2.1
2017,Florida,53086,245.1,2.1
2017,Missouri,56530,245.1,2.1
2017,Louisiana,43565,245.1,2.1
2017,Arkansas,49751,245.1,2.1
2017,Indiana,58767,245.1,2.1
2017,Montana,57407,245.1,2.1
2017,Arizona,59700,245.1,2.1
2017,Colorado,74984,245.1,2.1
2017,Pennsylvania,61285,245.1,2.1
2017,Maryland,82093,245.1,2.1
2017,Michigan,56405,245.1,2.1
2017,Vermont,63682,245.1,2.1
2017,Oklahoma,51882,245.1,2.1
2017,Massachusetts,76243,245.1,2.1
2017,Idaho,59497,245.1,2.1
2017,New_Mexico,45601,245.1,2.1
2017,avgerage,61136,245.1,2.1
2017,Nevada,58041,245.1,2.1
2017,Georgia,57985,245.1,2.1
2017,Maine,53316,245.1,2.1
2017,West_Virgina,46957,245.1,2.1
2017,South_Carolina,54537,245.1,2.1
2017,New_Hampsire,75630,245.1,2.1
2017,Delaware,64961,245.1,2.1
2017,Rhode_Island,65401,245.1,2.1
2017,Nebraska,59583,245.1,2.1
2017,New_Jersey,71240,245.1,2.1
2017,Texas,60092,245.1,2.1
2017,California,70038,245.1,2.1
2017,Kansas,56900,245.1,2.1
2017,Minnesota,69975,245.1,2.1
2017,Hawaii,73599,245.1,2.1
2017,North_Dakota,60167,245.1,2.1
2017,North_Carolina,49547,245.1,2.1
2017,Tennessee,55306,245.1,2.1
2017,Mississippi,43281,245.1,2.1
2018,Oklahoma,54434,251.1,2.4
2018,Illinois,70145,251.1,2.4
2018,Kentucky,54555,251.1,2.4
2018,Vermont,70066,251.1,2.4
2018,Rhode_Island,62266,251.1,2.4
2018,Oregon,69165,251.1,2.4
2018,Maryland,86223,251.1,2.4
2018,Iowa,68718,251.1,2.4
2018,Kansas,63938,251.1,2.4
2018,Alabama,49936,251.1,2.4
2018,Idaho,58728,251.1,2.4
2018,Montana,57679,251.1,2.4
2018,Connecticut,72812,251.1,2.4
2018,Missouri,61726,251.1,2.4
2018,Wyoming,62539,251.1,2.4
2018,Washington,79726,251.1,2.4
2018,Michigan,60449,251.1,2.4
2018,South_Carolina,57444,251.1,2.4
2018,Utah,77067,251.1,2.4
2018,Massachusetts,86345,251.1,2.4
2018,Arkansas,49781,251.1,2.4
2018,Delaware,65012,251.1,2.4
2018,Ohio,61633,251.1,2.4
2018,Virgina,77151,251.1,2.4
2018,Wisconsin,62629,251.1,2.4
2018,Alaska,68734,251.1,2.4
2018,North_Carolina,53369,251.1,2.4
2018,Nebraska,67575,251.1,2.4
2018,New_Mexico,48283,251.1,2.4
2018,Arizona,62283,251.1,2.4
2018,New_York,67274,251.1,2.4
2018,South_Dakota,59463,251.1,2.4
2018,District_of_Columbia,85750,251.1,2.4
2018,New_Jersey,74176,251.1,2.4
2018,Florida,54644,251.1,2.4
2018,avgerage,63179,251.1,2.4
2018,Mississippi,42781,251.1,2.4
2018,Nevada,61864,251.1,2.4
2018,Louisiana,49973,251.1,2.4
2018,North_Dakota,66505,251.1,2.4
2018,West_Virgina,50573,251.1,2.4
2018,Minnesota,71817,251.1,2.4
2018,Maine,58663,251.1,2.4
2018,Indiana,59892,251.1,2.4
2018,Hawaii,80108,251.1,2.4
2018,Texas,59785,251.1,2.4
2018,Tennessee,56060,251.1,2.4
2018,Colorado,73034,251.1,2.4
2018,California,70489,251.1,2.4
2018,Pennsylvania,64524,251.1,2.4
2018,Georgia,55821,251.1,2.4
2018,New_Hampsire,81346,251.1,2.4
2019,avgerage,68703,255.7,1.8
2019,Oregon,74413,255.7,1.8
2019,Illinois,74399,255.7,1.8
2019,Missouri,60597,255.7,1.8
2019,Georgia,56628,255.7,1.8
2019,South_Carolina,62028,255.7,1.8
2019,Oklahoma,59397,255.7,1.8
2019,Indiana,66693,255.7,1.8
2019,Florida,58368,255.7,1.8
2019,South_Dakota,64255,255.7,1.8
2019,Ohio,64663,255.7,1.8
2019,Iowa,66054,255.7,1.8
2019,District_of_Columbia,93111,255.7,1.8
2019,Tennessee,56627,255.7,1.8
2019,North_Dakota,70031,255.7,1.8
2019,Kansas,73151,255.7,1.8
2019,Delaware,74194,255.7,1.8
2019,Texas,67444,255.7,1.8
2019,North_Carolina,61159,255.7,1.8
2019,Kentucky,55662,255.7,1.8
2019,Connecticut,87291,255.7,1.8
2019,Utah,84523,255.7,1.8
2019,New_York,71855,255.7,1.8
2019,Louisiana,51707,255.7,1.8
2019,Colorado,72499,255.7,1.8
2019,Vermont,74305,255.7,1.8
2019,New_Mexico,53113,255.7,1.8
2019,Maine,66546,255.7,1.8
2019,Montana,60195,255.7,1.8
2019,California,78105,255.7,1.8
2019,Virgina,81313,255.7,1.8
2019,New_Jersey,87726,255.7,1.8
2019,Maryland,95572,255.7,1.8
2019,Arkansas,54539,255.7,1.8
2019,Washington,82454,255.7,1.8
2019,New_Hampsire,86900,255.7,1.8
2019,Massachusetts,87707,255.7,1.8
2019,Arizona,70674,255.7,1.8
2019,West_Virgina,53706,255.7,1.8
2019,Mississippi,44787,255.7,1.8
2019,Nevada,70906,255.7,1.8
2019,Michigan,64119,255.7,1.8
2019,Alaska,78394,255.7,1.8
2019,Wisconsin,67355,255.7,1.8
2019,Nebraska,73071,255.7,1.8
2019,Minnesota,81426,255.7,1.8
2019,Alabama,56200,255.7,1.8
2019,Wyoming,65134,255.7,1.8
2019,Pennsylvania,70582,255.7,1.8
2019,Idaho,65988,255.7,1.8
2019,Hawaii,88006,255.7,1.8
2019,Rhode_Island,70151,255.7,1.8
2020,South_Carolina,60341,258.8,1.2
2020,Nebraska,72248,258.8,1.2
2020,New_York,68659,258.8,1.2
2020,Minnesota,78753,258.8,1.2
2020,New_Mexico,50906,258.8,1.2
2020,Georgia,59265,258.8,1.2
2020,Kansas,73082,258.8,1.2
2020,avgerage,68010,258.8,1.2
2020,Virgina,82214,258.8,1.2
2020,North_Dakota,64115,258.8,1.2
2020,Tennessee,54975,258.8,1.2
2020,Alaska,74746,258.8,1.2
2020,District_of_Columbia,88218,258.8,1.2
2020,New_Jersey,85549,258.8,1.2
2020,Iowa,68816,258.8,1.2
2020,Missouri,62178,258.8,1.2
2020,Alabama,54689,258.8,1.2
2020,Wisconsin,67405,258.8,1.2
2020,Wyoming,65450,258.8,1.2
2020,Hawaii,80825,258.8,1.2
2020,Oregon,76855,258.8,1.2
2020,Nevada,61164,258.8,1.2
2020,Ohio,60379,258.8,1.2
2020,Utah,83993,258.8,1.2
2020,South_Dakota,70189,258.8,1.2
2020,Montana,56741,258.8,1.2
2020,Florida,57763,258.8,1.2
2020,Indiana,66805,258.8,1.2
2020,Connecticut,79432,258.8,1.2
2020,Kentucky,56755,258.8,1.2
2020,Oklahoma,52471,258.8,1.2
2020,Michigan,64392,258.8,1.2
2020,Illinois,74334,258.8,1.2
2020,Pennsylvania,70789,258.8,1.2
2020,California,77652,258.8,1.2
2020,Idaho,66725,258.8,1.2
2020,North_Carolina,60430,258.8,1.2
2020,Massachusetts,87812,258.8,1.2
2020,Rhode_Island,80175,258.8,1.2
2020,New_Hampsire,88894,258.8,1.2
2020,Vermont,67257,258.8,1.2
2020,Texas,68404,258.8,1.2
2020,Maine,63693,258.8,1.2
2020,Mississippi,45134,258.8,1.2
2020,Washington,81358,258.8,1.2
2020,Delaware,70022,258.8,1.2
2020,Arkansas,50777,258.8,1.2
2020,Colorado,83777,258.8,1.2
2020,Maryland,94789,258.8,1.2
2020,Louisiana,51186,258.8,1.2
2020,Arizona,67088,258.8,1.2
2020,West_Virgina,51970,258.8,1.2
2021,West_Virgina,46836,271,4.7
2021,New_Jersey,88559,271,4.7
2021,California,81575,271,4.7
2021,Maryland,97332,271,4.7
2021,South_Carolina,62542,271,4.7
2021,Michigan,64488,271,4.7
2021,Virgina,80268,271,4.7
2021,New_Mexico,53463,271,4.7
2021,Colorado,84954,271,4.7
2021,Arizona,70821,271,4.7
2021,Nevada,64340,271,4.7
2021,Maine,71139,271,4.7
2021,Vermont,76079,271,4.7
2021,New_York,72920,271,4.7
2021,Connecticut,80958,271,4.7
2021,avgerage,70784,271,4.7
2021,Oregon,81855,271,4.7
2021,Wisconsin,69943,271,4.7
2021,Louisiana,57206,271,4.7
2021,Utah,87649,271,4.7
2021,North_Carolina,62891,271,4.7
2021,Delaware,68687,271,4.7
2021,Minnesota,80441,271,4.7
2021,Alabama,56929,271,4.7
2021,Texas,67404,271,4.7
2021,Hawaii,82199,271,4.7
2021,Mississippi,46637,271,4.7
2021,Alaska,81133,271,4.7
2021,Nebraska,78109,271,4.7
2021,Illinois,79253,271,4.7
2021,Kentucky,55629,271,4.7
2021,District_of_Columbia,90640,271,4.7
2021,North_Dakota,68882,271,4.7
2021,Tennessee,62166,271,4.7
2021,Kansas,75979,271,4.7
2021,Wyoming,71052,271,4.7
2021,Florida,59734,271,4.7
2021,Ohio,62689,271,4.7
2021,Iowa,72429,271,4.7
2021,South_Dakota,73893,271,4.7
2021,Oklahoma,60096,271,4.7
2021,Georgia,61497,271,4.7
2021,Idaho,76918,271,4.7
2021,Rhode_Island,74982,271,4.7
2021,Pennsylvania,72627,271,4.7
2021,New_Hampsire,88841,271,4.7
2021,Arkansas,50784,271,4.7
2021,Massachusetts,86566,271,4.7
2021,Missouri,63594,271,4.7
2021,Washington,87648,271,4.7
2021,Montana,64999,271,4.7
2021,Indiana,70190,271,4.7
